Date,Open,Close
1999-03-12,17.0623,15.9983
1999-03-15,16.3572,17.3571
1999-03-16,17.5763,17.794
1999-03-17,17.794,17.4079
1999-03-18,17.348,18.4043
1999-03-19,19.1184,17.0161
1999-03-22,17.2321,16.3962
1999-03-23,16.128,14.6899
1999-03-24,15.0812,16.1652
1999-03-25,16.9036,17.9058
1999-03-26,17.4707,17.3378
1999-03-29,17.9616,19.198
1999-03-30,19.1239,18.7944
1999-03-31,19.7124,17.9793
1999-04-01,19.5287,19.0817
1999-04-05,19.9978,21.1229
1999-04-06,21.0554,21.245
1999-04-07,21.8321,20.5884
1999-04-08,20.4889,21.0733
1999-04-09,20.9722,21.4534
1999-04-12,19.9651,21.0313
1999-04-13,21.4125,20.1888
1999-04-14,20.9416,18.136
1999-04-15,18.3289,18.8654
1999-04-16,18.7404,17.239
1999-04-19,17.5723,14.8455
1999-04-20,14.6506,15.8453
1999-04-21,16.2798,18.1551
1999-04-22,18.6598,19.5971
1999-04-23,19.3,20.3594
1999-04-26,20.7728,21.7503
1999-04-27,22.216,20.7603
1999-04-28,20.2428,18.6554
1999-04-29,18.3993,18.2133
1999-04-30,18.9697,18.5548
1999-05-03,18.3914,18.2675
1999-05-04,18.3584,17.4073
1999-05-05,17.4464,18.9711
1999-05-06,18.4538,16.9313
1999-05-07,17.3817,17.6486
1999-05-10,17.9835,18.1691
1999-05-11,18.6108,19.0108
1999-05-12,19.2693,20.1777
1999-05-13,20.6508,19.0688
1999-05-14,17.9714,18.001
1999-05-17,17.5328,18.9558
1999-05-18,18.894,18.707
1999-05-19,18.9215,19.4716
1999-05-20,19.5869,17.8866
1999-05-21,18.0451,17.3998
1999-05-24,17.4874,16.0856
1999-05-25,16.0302,14.5251
1999-05-26,15.0936,15.7212
1999-05-27,15.5398,15.6837
1999-05-28,15.9644,16.4431
1999-06-01,16.359,15.3676
1999-06-02,15.332,16.1252
1999-06-03,16.4937,15.4514
1999-06-04,15.7916,16.847
1999-06-07,17.1975,17.8877
1999-06-08,18.006,16.5562
1999-06-09,16.734,17.3781
1999-06-10,16.8374,16.7877
1999-06-11,17.1274,16.0315
1999-06-14,16.2053,15.1334
1999-06-15,15.2479,15.8014
1999-06-16,16.9608,18.2004
1999-06-17,17.4959,18.7943
1999-06-18,18.2876,19.0462
1999-06-21,19.4347,20.7316
1999-06-22,20.375,18.8824
1999-06-23,18.8925,19.7636
1999-06-24,19.7322,18.6016
1999-06-25,18.973,18.5298
1999-06-28,19.0004,19.8201
1999-06-29,19.7782,20.6242
1999-06-30,20.678,21.5678
1999-07-01,21.7669,21.9975
1999-07-02,21.9751,22.8137
1999-07-06,23.1695,22.3873
1999-07-07,22.3419,22.4875
1999-07-08,22.4875,23.3723
1999-07-09,23.6288,24.0583
1999-07-12,24.3197,23.688
1999-07-13,23.3587,23.3569
1999-07-14,24.0443,24.5317
1999-07-15,24.7844,25.1915
1999-07-16,25.2283,25.8874
1999-07-19,26.199,25.1001
1999-07-20,24.1964,22.2406
1999-07-21,22.3757,22.554
1999-07-22,22.554,20.8599
1999-07-23,21.3234,20.9445
1999-07-26,20.1015,19.4298
1999-07-27,20.5808,20.5793
1999-07-28,21.3155,21.7727
1999-07-29,20.5659,20.3981
1999-07-30,20.6631,20.0891
1999-08-02,20.194,19.9301
1999-08-03,20.7337,19.5424
1999-08-04,19.5424,18.4902
1999-08-05,18.5001,19.3622
1999-08-06,18.953,18.7468
1999-08-09,18.9471,18.0344
1999-08-10,17.888,17.5547
1999-08-11,18.4749,19.2595
1999-08-12,19.4834,18.586
1999-08-13,19.7393,20.9806
1999-08-16,20.9483,21.4736
1999-08-17,22.0305,21.7886
1999-08-18,21.4799,21.0592
1999-08-19,20.488,20.3139
1999-08-20,20.3875,21.2698
1999-08-23,21.8445,23.2634
1999-08-24,22.7691,23.7328
1999-08-25,24.1638,25.2218
1999-08-26,25.2218,23.9835
1999-08-27,24.5109,23.2784
1999-08-30,23.5657,22.3
1999-08-31,22.7577,23.0351
1999-09-01,23.4571,23.5237
1999-09-02,22.2285,23.279
1999-09-03,25.2542,26.4352
1999-09-07,26.2731,26.084
1999-09-08,25.6144,25.0315
1999-09-09,25.0675,26.0876
1999-09-10,27.1253,26.975
1999-09-13,26.8866,26.013
