date,total_value
2003-04-29,55406.98999999999
2003-04-30,54847.829999999994
2003-05-01,55327.10999999999
2003-05-02,56505.34
2003-05-05,56445.42999999999
2003-05-06,57164.34999999999
2003-05-07,56525.30999999999
2003-05-08,55486.869999999995
2003-05-09,56764.94999999999
2003-05-12,57623.659999999996
2003-05-13,57264.19999999999
2003-05-14,57144.38
2003-05-15,57783.42
2003-05-16,57344.079999999994
2003-05-19,55327.10999999999
2003-05-20,55486.869999999995
2003-05-21,55327.10999999999
2003-05-22,56125.909999999996
2003-05-23,56145.88
2003-05-27,58142.88
2003-05-28,58322.60999999999
2003-05-29,58562.24999999999
2003-05-30,59520.80999999999
2003-06-02,59101.43999999999
2003-06-03,59660.59999999999
2003-06-04,60778.92
2003-06-05,61218.259999999995
2003-06-06,60199.78999999999
2003-06-09,59400.98999999999
2003-06-10,60299.63999999999
2003-06-11,60978.619999999995
2003-06-12,61238.22999999999
2003-06-13,59860.299999999996
2003-06-16,61697.53999999999
2003-06-17,61457.899999999994
2003-06-18,61777.42
2003-06-19,60778.92
2003-06-20,60699.03999999999
2003-06-23,59760.44999999999
2003-06-24,59301.13999999999
2003-06-25,58981.619999999995
2003-06-26,60379.51999999999
2003-06-27,59600.68999999999
2003-06-30,59840.329999999994
2003-07-01,60639.13
2003-07-02,61877.26999999999
2003-07-03,61098.43999999999
2003-07-07,63714.509999999995
2003-07-08,64493.34
2003-07-09,64333.58
2003-07-10,63135.38
2003-07-11,63614.659999999996
2003-07-14,64373.51999999999
2003-07-15,64453.39999999999
2003-07-16,64253.69999999999
2003-07-17,62296.63999999999
2003-07-18,62496.34
2003-07-21,61697.53999999999
2003-07-22,62616.159999999996
2003-07-23,63135.38
2003-07-24,62296.63999999999
2003-07-25,63534.77999999999
2003-07-28,63714.509999999995
2003-07-29,63235.22999999999
2003-07-30,62775.92
2003-07-31,63534.77999999999
2003-08-01,62855.799999999996
2003-08-04,62835.829999999994
2003-08-05,60359.549999999996
2003-08-06,60319.60999999999
2003-08-07,60559.24999999999
2003-08-08,60079.969999999994
2003-08-11,60738.97999999999
2003-08-12,61657.59999999999
2003-08-13,61677.56999999999
2003-08-14,61737.47999999999
2003-08-15,62276.67
2003-08-18,63874.26999999999
2003-08-19,64673.069999999985
2003-08-20,64513.30999999999
2003-08-21,65212.259999999995
2003-08-22,64812.859999999986
2003-08-25,64952.64999999999
2003-08-26,65012.55999999999
2003-08-27,65531.779999999984
2003-08-28,66110.91
2003-08-29,66710.01
2003-09-02,67668.56999999999
2003-09-03,67628.62999999999
2003-09-04,68247.69999999998
2003-09-05,67808.35999999999
2003-09-08,68926.68
2003-09-09,68107.91
2003-09-10,66470.37
2003-09-11,67209.26
2003-09-12,67568.71999999999
2003-09-15,66909.70999999999
2003-09-16,68726.98
2003-09-17,68447.4
2003-09-18,69485.84
2003-09-19,69086.43999999999
2003-09-22,67768.42
2003-09-23,68966.62
2003-09-24,66370.51999999999
2003-09-25,65511.80999999999
2003-09-26,65092.43999999999
2003-09-29,66210.76
2003-09-30,64772.92
2003-10-01,66230.73
2003-10-02,66450.4
2003-10-03,68307.60999999999
2003-10-06,68806.85999999999
2003-10-07,69226.23
2003-10-08,68786.89
2003-10-09,69306.10999999999
2003-10-10,69945.15
2003-10-13,70404.45999999999
2003-10-14,70584.18999999999
2003-10-15,70284.64
2003-10-16,70843.79999999999
2003-10-17,69146.34999999999
2003-10-20,70005.06
2003-10-21,70424.43
2003-10-22,69066.46999999999
2003-10-23,68267.67
2003-10-24,68327.58
2003-10-27,68347.54999999999
2003-10-28,70644.09999999999
2003-10-29,70564.21999999999
2003-10-30,70704.01
2003-10-31,70284.64
2003-11-03,71442.9
2003-11-04,70963.62
2003-11-05,71602.66
2003-11-06,71802.35999999999
2003-11-07,71183.29
2003-11-10,70304.60999999999
2003-11-11,70045.0
2003-11-12,71542.75
2003-11-13,71462.87
2003-11-14,70005.06
2003-11-17,69286.14
2003-11-18,67688.54
2003-11-19,68347.54999999999
2003-11-20,67688.54
2003-11-21,68387.48999999999
2003-11-24,70284.64
2003-11-25,70284.64
2003-11-26,70604.16
2003-11-28,70684.04
2003-12-01,71722.48
2003-12-02,71323.08
2003-12-03,70424.43
2003-12-04,71183.29
2003-12-05,70005.06
2003-12-08,70404.45999999999
2003-12-09,68786.89
2003-12-10,69046.5
2003-12-11,70524.27999999998
2003-12-12,70404.45999999999
2003-12-15,69485.84
2003-12-16,69625.62999999999
2003-12-17,69745.44999999998
2003-12-18,71043.5
2003-12-19,70843.79999999999
2003-12-22,71063.46999999999
2003-12-23,71602.66
2003-12-24,71722.48
2003-12-26,71622.62999999999
2003-12-29,72800.85999999999
2003-12-30,73040.5
2003-12-31,72840.79999999999
2004-01-02,72641.09999999999
2004-01-05,74098.91
2004-01-06,74598.16
2004-01-07,75277.14
2004-01-08,75876.23999999999
2004-01-09,75376.98999999999
2004-01-12,76575.18999999999
2004-01-13,75816.33
2004-01-14,76075.93999999999
2004-01-15,76275.64
2004-01-16,77054.46999999999
2004-01-20,76994.56
2004-01-21,76675.04
2004-01-22,76215.73
2004-01-23,75936.15
2004-01-26,77094.41
2004-01-27,75396.95999999999
2004-01-28,74118.87999999999
2004-01-29,74398.45999999999
2004-01-30,74058.96999999999
2004-02-02,73859.26999999999
2004-02-03,73779.39
2004-02-04,72581.18999999999
2004-02-05,72860.76999999999
2004-02-06,74178.79
2004-02-09,74158.81999999999
2004-02-10,74278.64
2004-02-11,75077.43999999999
2004-02-12,74398.45999999999
2004-02-13,73799.35999999999
2004-02-17,74797.85999999999
2004-02-18,75017.52999999998
2004-02-19,73879.23999999999
2004-02-20,73639.59999999999
2004-02-23,72820.83
2004-02-24,72641.09999999999
2004-02-25,73080.43999999999
2004-02-26,73260.17
2004-02-27,73060.46999999999
2004-03-01,74019.02999999998
2004-03-02,73160.31999999999
2004-03-03,72760.92
2004-03-04,73439.9
2004-03-05,73180.29
2004-03-08,71462.87
2004-03-09,71243.19999999998
2004-03-10,70304.60999999999
2004-03-11,69665.56999999999
2004-03-12,70943.65
2004-03-15,69705.51
2004-03-16,69825.33
2004-03-17,70923.68
2004-03-18,70604.16
2004-03-19,69425.93
2004-03-22,68547.25
2004-03-23,67988.09
2004-03-24,68766.92
2004-03-25,70604.16
2004-03-26,70364.51999999999
2004-03-29,71502.81
2004-03-30,71742.44999999998
2004-03-31,71602.66
2004-04-01,72241.69999999998
2004-04-02,74118.87999999999
2004-04-05,74817.83
2004-04-06,73879.23999999999
2004-04-07,73799.35999999999
2004-04-08,73799.35999999999
2004-04-12,74258.67
2004-04-13,73180.29
2004-04-14,73539.75
2004-04-15,72221.73
2004-04-16,72101.91
2004-04-19,72980.59
2004-04-20,71283.14
2004-04-21,71902.20999999999
2004-04-22,73759.42
2004-04-23,74338.54999999999
2004-04-26,73799.35999999999
2004-04-27,73659.56999999999
2004-04-28,72321.58
2004-04-29,71203.26
2004-04-30,69465.87
2004-05-03,70124.87999999999
2004-05-04,70424.43
2004-05-05,70983.59
2004-05-06,70444.4
2004-05-07,69865.26999999999
2004-05-10,69266.17
2004-05-11,70304.60999999999
2004-05-12,70444.4
2004-05-13,69945.15
2004-05-14,69425.93
2004-05-17,68766.92
2004-05-18,69385.98999999999
2004-05-19,69306.10999999999
2004-05-20,69625.62999999999
2004-05-21,69965.12
2004-05-24,70444.4
2004-05-25,71842.29999999999
2004-05-26,72301.60999999999
2004-05-27,72760.92
2004-05-28,73020.52999999998
2004-06-01,72920.68
2004-06-02,72760.92
2004-06-03,71882.23999999999
2004-06-04,72301.60999999999
2004-06-07,74019.02999999998
2004-06-08,74118.87999999999
2004-06-09,73080.43999999999
2004-06-10,73599.66
2004-06-14,72561.21999999999
2004-06-15,73499.81
2004-06-16,73379.98999999999
2004-06-17,72701.01
2004-06-18,72800.85999999999
2004-06-21,72221.73
2004-06-22,73280.14
2004-06-23,74158.81999999999
2004-06-24,74019.02999999998
2004-06-25,74578.18999999999
2004-06-28,73959.12
2004-06-29,74658.06999999999
2004-06-30,75396.95999999999
2004-07-01,73999.06
2004-07-02,73559.71999999999
2004-07-06,71982.09
2004-07-07,72121.87999999999
2004-07-08,71323.08
2004-07-09,71422.93
2004-07-12,71123.37999999999
2004-07-13,71023.52999999998
2004-07-14,70304.60999999999
2004-07-15,70064.96999999999
2004-07-16,69266.17
2004-07-19,69126.37999999999
2004-07-20,70783.89
2004-07-21,68726.98
2004-07-22,69665.56999999999
2004-07-23,68347.54999999999
2004-07-26,68048.0
2004-07-27,68986.59
2004-07-28,68687.04
2004-07-29,69485.84
2004-07-30,69705.51
2004-08-02,69845.29999999999
2004-08-03,68387.48999999999
2004-08-04,68407.45999999999
2004-08-05,67129.37999999999
2004-08-06,65372.01999999999
2004-08-09,65531.779999999984
2004-08-10,66350.54999999999
2004-08-11,65771.42
2004-08-12,64872.76999999999
2004-08-13,64972.62
2004-08-16,65711.51
2004-08-17,66450.4
2004-08-18,67628.62999999999
2004-08-19,67269.17
2004-08-20,67948.15
2004-08-23,68107.91
2004-08-24,68087.93999999999
2004-08-25,69026.52999999998
2004-08-26,68726.98
2004-08-27,69046.5
2004-08-30,67888.23999999999
2004-08-31,67968.12
2004-09-01,68467.37
2004-09-02,69485.84
2004-09-03,68207.76
2004-09-07,68786.89
2004-09-08,68527.27999999998
2004-09-09,69106.41
2004-09-10,70164.81999999999
2004-09-13,71083.43999999999
2004-09-14,71183.29
2004-09-15,70424.43
2004-09-16,70564.21999999999
2004-09-17,70783.89
2004-09-20,70783.89
2004-09-21,71063.46999999999
2004-09-22,69825.33
2004-09-23,69765.42
2004-09-24,69525.77999999998
2004-09-27,68926.68
2004-09-28,69066.46999999999
2004-09-29,70084.93999999999
2004-09-30,70204.76
2004-10-01,72121.87999999999
2004-10-04,72541.25
2004-10-05,72641.09999999999
2004-10-06,73220.23
2004-10-07,72401.45999999999
2004-10-08,71083.43999999999
2004-10-11,71422.93
2004-10-12,71303.10999999999
2004-10-13,71143.34999999999
2004-10-14,70823.83
2004-10-15,71183.29
2004-10-18,72201.76
2004-10-19,71682.54
2004-10-20,72022.02999999998
2004-10-21,73120.37999999999
2004-10-22,71522.77999999998
2004-10-25,71183.29
2004-10-26,71562.71999999999
2004-10-27,73379.98999999999
2004-10-28,73839.29999999999
2004-10-29,73719.48
2004-11-01,73999.06
2004-11-02,74238.69999999998
2004-11-03,74737.94999999998
2004-11-04,75157.31999999999
2004-11-05,75836.29999999999
2004-11-08,75916.18
2004-11-09,75756.42
2004-11-10,75496.81
2004-11-11,76495.31
2004-11-12,77234.19999999998
2004-11-15,77573.68999999999
2004-11-16,77094.41
2004-11-17,78132.84999999999
2004-11-18,78492.31
2004-11-19,77274.14
2004-11-22,78013.02999999998
2004-11-23,77893.20999999999
2004-11-24,78572.18999999999
2004-11-26,78332.54999999999
2004-11-29,78312.58
2004-11-30,78152.81999999999
2004-12-01,79750.42
2004-12-02,80049.96999999999
2004-12-03,80169.79
2004-12-06,80449.37
2004-12-07,79071.43999999999
2004-12-08,79530.75
2004-12-09,80010.02999999998
2004-12-10,79770.39
2004-12-13,80469.34
2004-12-14,80868.73999999999
2004-12-15,80569.18999999999
2004-12-16,79810.33
2004-12-17,78871.73999999999
2004-12-20,78312.58
2004-12-21,79271.14
2004-12-22,79370.98999999999
2004-12-23,79430.9
2004-12-27,79091.41
2004-12-28,79850.26999999999
2004-12-29,79950.12
2004-12-30,79890.20999999999
2004-12-31,79730.44999999998
2005-01-03,78911.68
2005-01-04,77473.84
2005-01-05,76994.56
2005-01-06,76615.12999999999
2005-01-07,77014.52999999998
2005-01-10,76974.59
2005-01-11,76435.4
2005-01-12,77074.43999999999
2005-01-13,76055.96999999999
2005-01-14,76774.89
2005-01-18,77354.01999999999
2005-01-19,76075.93999999999
2005-01-20,74618.12999999999
2005-01-21,74019.02999999998
2005-01-24,72980.59
2005-01-25,73340.04999999999
2005-01-26,74218.73
2005-01-27,74118.87999999999
2005-01-28,73759.42
2005-01-31,74717.98
2005-02-01,74957.62
2005-02-02,75077.43999999999
2005-02-03,74218.73
2005-02-04,75416.93
2005-02-07,75257.17
2005-02-08,75396.95999999999
2005-02-09,74138.84999999999
2005-02-10,74218.73
2005-02-11,75317.08
2005-02-14,75656.56999999999
2005-02-15,76155.81999999999
2005-02-16,75876.23999999999
2005-02-17,74857.76999999999
2005-02-18,74618.12999999999
2005-02-22,73699.51
2005-02-23,73799.35999999999
2005-02-24,74737.94999999998
2005-02-25,75157.31999999999
2005-02-28,74358.51999999999
2005-03-01,75177.29
2005-03-02,75137.34999999999
2005-03-03,74518.27999999998
2005-03-04,74957.62
2005-03-07,76036.0
2005-03-08,75277.14
2005-03-09,75057.46999999999
2005-03-10,74957.62
2005-03-11,74258.67
2005-03-14,74598.16
2005-03-15,73999.06
2005-03-16,73160.31999999999
2005-03-17,73340.04999999999
2005-03-18,72940.65
2005-03-21,73080.43999999999
2005-03-22,72181.79
2005-03-23,72441.4
2005-03-24,72461.37
2005-03-28,72601.16
2005-03-29,72022.02999999998
2005-03-30,73379.98999999999
2005-03-31,73060.46999999999
2005-04-01,72321.58
2005-04-04,72840.79999999999
2005-04-05,73040.5
2005-04-06,72920.68
2005-04-07,73799.35999999999
2005-04-08,73200.26
2005-04-11,72880.73999999999
2005-04-12,73240.19999999998
2005-04-13,72042.0
2005-04-14,71023.52999999998
2005-04-15,69405.95999999999
2005-04-18,69425.93
2005-04-19,69905.20999999999
2005-04-20,69326.08
2005-04-21,71163.31999999999
2005-04-22,70104.91
2005-04-25,70684.04
2005-04-26,70025.02999999998
2005-04-27,70124.87999999999
2005-04-28,69425.93
2005-04-29,69885.23999999999
2005-05-02,70164.81999999999
2005-05-03,70524.27999999998
2005-05-04,71382.98999999999
2005-05-05,71442.9
2005-05-06,71642.59999999999
2005-05-09,71982.09
2005-05-10,71462.87
2005-05-11,71822.33
2005-05-12,71622.62999999999
2005-05-13,72401.45999999999
2005-05-16,72880.73999999999
2005-05-17,73320.08
2005-05-18,74318.58
2005-05-19,74937.65
2005-05-20,75237.19999999998
2005-05-23,75616.62999999999
2005-05-24,75856.26999999999
2005-05-25,75536.75
2005-05-26,76295.60999999999
2005-05-27,76335.54999999999
2005-05-31,76075.93999999999
2005-06-01,76734.94999999998
2005-06-02,77234.19999999998
2005-06-03,76115.87999999999
2005-06-06,76135.84999999999
2005-06-07,75496.81
2005-06-08,75337.04999999999
2005-06-09,75816.33
2005-06-10,75017.52999999998
2005-06-13,75376.98999999999
2005-06-14,75077.43999999999
2005-06-15,75317.08
2005-06-16,75716.48
2005-06-17,75656.56999999999
2005-06-20,75656.56999999999
2005-06-21,75616.62999999999
2005-06-22,75536.75
2005-06-23,74698.01
2005-06-24,73859.26999999999
2005-06-27,73519.77999999998
2005-06-28,74218.73
2005-06-29,74058.96999999999
2005-06-30,73479.84
2005-07-01,73379.98999999999
2005-07-05,74138.84999999999
2005-07-06,73779.39
2005-07-07,74039.0
2005-07-08,75456.87
2005-07-11,76155.81999999999
2005-07-12,76515.27999999998
2005-07-13,76695.01
2005-07-14,77453.87
2005-07-15,77693.51
2005-07-18,77373.98999999999
2005-07-19,78272.64
2005-07-20,78831.79999999999
2005-07-21,78851.76999999999
2005-07-22,78751.92
2005-07-25,78452.37
2005-07-26,78751.92
2005-07-27,79351.01999999999
2005-07-28,79730.44999999998
2005-07-29,79071.43999999999
2005-08-01,79211.23
2005-08-02,80069.93999999999
2005-08-03,80030.0
2005-08-04,79251.17
2005-08-05,78871.73999999999
2005-08-08,78292.60999999999
2005-08-09,78811.83
2005-08-10,78132.84999999999
2005-08-11,78771.89
2005-08-12,78332.54999999999
2005-08-15,78811.83
2005-08-16,77533.75
2005-08-17,77993.06
2005-08-18,77593.66
2005-08-19,77553.71999999999
2005-08-22,77593.66
2005-08-23,77373.98999999999
2005-08-24,76914.68
2005-08-25,77094.41
2005-08-26,76834.79999999999
2005-08-29,77433.9
2005-08-30,77154.31999999999
2005-08-31,77873.23999999999
2005-09-01,77753.42
2005-09-02,77453.87
2005-09-06,78592.16
2005-09-07,78731.94999999998
2005-09-08,78711.98
2005-09-09,79151.31999999999
2005-09-12,79370.98999999999
2005-09-13,79171.29
2005-09-14,78272.64
2005-09-15,78232.69999999998
2005-09-16,78711.98
2005-09-19,78092.91
2005-09-20,77773.39
2005-09-21,76914.68
2005-09-22,77194.26
2005-09-23,77413.93
2005-09-26,77433.9
2005-09-27,77254.17
2005-09-28,77274.14
2005-09-29,78312.58
2005-09-30,78831.79999999999
2005-10-03,79031.5
2005-10-04,78512.27999999998
2005-10-05,77433.9
2005-10-06,76415.43
2005-10-07,76595.16
2005-10-10,76175.79
2005-10-11,75796.35999999999
2005-10-12,74897.70999999999
2005-10-13,75476.84
2005-10-14,76036.0
2005-10-17,76275.64
2005-10-18,75736.44999999998
2005-10-19,77254.17
2005-10-20,76535.25
2005-10-21,77014.52999999998
2005-10-24,78232.69999999998
2005-10-25,77933.15
2005-10-26,77533.75
2005-10-27,75976.09
2005-10-28,76555.21999999999
2005-10-31,77653.56999999999
2005-11-01,77593.66
2005-11-02,78612.12999999999
2005-11-03,79790.35999999999
2005-11-04,80069.93999999999
2005-11-07,80169.79
2005-11-08,80189.76
2005-11-09,80229.69999999998
2005-11-10,81108.37999999999
2005-11-11,81328.04999999999
2005-11-14,81328.04999999999
2005-11-15,80948.62
2005-11-16,81447.87
2005-11-17,82526.25
2005-11-18,82805.83
2005-11-21,83005.52999999998
2005-11-22,83305.08
2005-11-23,83504.77999999998
2005-11-25,83684.51
2005-11-28,82985.56
2005-11-29,82586.16
2005-11-30,82386.45999999999
2005-12-01,83924.15
2005-12-02,84123.84999999999
2005-12-05,83504.77999999998
2005-12-06,83784.35999999999
2005-12-07,83624.59999999999
2005-12-08,83025.5
2005-12-09,83345.01999999999
2005-12-12,83644.56999999999
2005-12-13,84004.02999999998
2005-12-14,83704.48
2005-12-15,83844.26999999999
2005-12-16,83065.43999999999
2005-12-19,81747.42
2005-12-20,81807.33
2005-12-21,82166.79
2005-12-22,82705.98
2005-12-23,82705.98
2005-12-27,81987.06
2005-12-28,81887.20999999999
2005-12-29,81348.01999999999
2005-12-30,80728.94999999998
2006-01-03,82526.25
2006-01-04,83384.95999999999
2006-01-05,83744.42
2006-01-06,85262.14
2006-01-09,85601.62999999999
2006-01-10,85661.54
2006-01-11,86320.54999999999
2006-01-12,85901.18
2006-01-13,85861.23999999999
2006-01-17,85302.08
2006-01-18,84323.54999999999
2006-01-19,84942.62
2006-01-20,82406.43
2006-01-23,82426.4
2006-01-24,82785.85999999999
2006-01-25,82426.4
2006-01-26,83005.52999999998
2006-01-27,84123.84999999999
2006-01-30,84283.60999999999
2006-01-31,83904.18
2006-02-01,84203.73
2006-02-02,82765.89
2006-02-03,81747.42
2006-02-06,81527.75
2006-02-07,81168.29
2006-02-08,82106.87999999999
2006-02-09,81328.04999999999
2006-02-10,81827.29999999999
2006-02-13,80888.70999999999
2006-02-14,81707.48
2006-02-15,82226.69999999998
2006-02-16,82985.56
2006-02-17,82326.54999999999
2006-02-21,81407.93
2006-02-22,82426.4
2006-02-23,82206.73
2006-02-24,82426.4
2006-02-27,83345.01999999999
2006-02-28,82106.87999999999
2006-03-01,83225.19999999998
2006-03-02,83285.10999999999
2006-03-03,82805.83
2006-03-06,82086.91
2006-03-07,81607.62999999999
2006-03-08,81647.56999999999
2006-03-09,80948.62
2006-03-10,81028.5
2006-03-13,81268.14
2006-03-14,82646.06999999999
2006-03-15,83345.01999999999
2006-03-16,82646.06999999999
2006-03-17,82805.83
2006-03-20,83005.52999999998
2006-03-21,82126.84999999999
2006-03-22,82326.54999999999
2006-03-23,82086.91
2006-03-24,82506.27999999998
2006-03-27,82526.25
2006-03-28,82186.76
2006-03-29,83744.42
2006-03-30,84004.02999999998
2006-03-31,83764.39
2006-04-03,83864.23999999999
2006-04-04,84323.54999999999
2006-04-05,85122.34999999999
2006-04-06,85361.98999999999
2006-04-07,84543.21999999999
2006-04-10,84423.4
2006-04-11,83744.42
2006-04-12,83764.39
2006-04-13,84103.87999999999
2006-04-17,83225.19999999998
2006-04-18,84822.79999999999
2006-04-19,85202.23
2006-04-20,84902.68
2006-04-21,83904.18
2006-04-24,83824.29999999999
2006-04-25,83644.56999999999
2006-04-26,83624.59999999999
2006-04-27,84423.4
2006-04-28,83604.62999999999
2006-05-01,82785.85999999999
2006-05-02,83005.52999999998
2006-05-03,82885.70999999999
2006-05-04,83564.68999999999
2006-05-05,84223.69999999998
2006-05-08,84303.58
2006-05-09,83984.06
2006-05-10,83245.17
2006-05-11,81387.95999999999
2006-05-12,80289.60999999999
2006-05-15,80229.69999999998
2006-05-16,79630.59999999999
2006-05-17,78552.21999999999
2006-05-18,78013.02999999998
2006-05-19,78612.12999999999
2006-05-22,77853.26999999999
2006-05-23,77094.41
2006-05-24,77613.62999999999
2006-05-25,78632.09999999999
2006-05-26,78891.70999999999
2006-05-30,77194.26
2006-05-31,77553.71999999999
2006-06-01,79390.95999999999
2006-06-02,79191.26
2006-06-05,77473.84
2006-06-06,77413.93
2006-06-07,76834.79999999999
2006-06-08,76714.98
2006-06-09,76215.73
2006-06-12,74717.98
2006-06-13,74418.43
2006-06-14,75177.29
2006-06-15,77214.23
2006-06-16,76595.16
2006-06-19,75976.09
2006-06-20,76075.93999999999
2006-06-21,77274.14
2006-06-22,76295.60999999999
2006-06-23,76215.73
2006-06-26,76415.43
2006-06-27,74977.59
2006-06-28,75536.75
2006-06-29,77833.29999999999
2006-06-30,77453.87
2006-07-03,77913.18
2006-07-05,76215.73
2006-07-06,76135.84999999999
2006-07-07,75297.10999999999
2006-07-10,74638.09999999999
2006-07-11,75197.26
2006-07-12,73779.39
2006-07-13,72541.25
2006-07-14,71802.35999999999
2006-07-17,71982.09
2006-07-18,72221.73
2006-07-19,73160.31999999999
2006-07-20,72081.93999999999
2006-07-21,71323.08
2006-07-24,72740.94999999998
2006-07-25,73160.31999999999
2006-07-26,73100.41
2006-07-27,72621.12999999999
2006-07-28,74138.84999999999
2006-07-31,74118.87999999999
2006-08-01,72880.73999999999
2006-08-02,73699.51
2006-08-03,74158.81999999999
2006-08-04,73819.33
2006-08-07,73340.04999999999
2006-08-08,72880.73999999999
2006-08-09,72980.59
2006-08-10,73499.81
2006-08-11,72980.59
2006-08-14,73459.87
2006-08-15,75317.08
2006-08-16,77074.43999999999
2006-08-17,77373.98999999999
2006-08-18,77493.81
2006-08-21,76754.92
2006-08-22,76774.89
2006-08-23,76195.76
2006-08-24,76415.43
2006-08-25,76555.21999999999
2006-08-28,77134.34999999999
2006-08-29,77373.98999999999
2006-08-30,77733.44999999998
2006-08-31,77653.56999999999
2006-09-01,78072.93999999999
2006-09-05,78831.79999999999
2006-09-06,77254.17
2006-09-07,76874.73999999999
2006-09-08,77354.01999999999
2006-09-11,77833.29999999999
2006-09-12,79271.14
2006-09-13,79830.29999999999
2006-09-14,79890.20999999999
2006-09-15,80129.84999999999
2006-09-18,80129.84999999999
2006-09-19,79610.62999999999
2006-09-20,80768.89
2006-09-21,80269.64
2006-09-22,79650.56999999999
2006-09-25,81048.46999999999
2006-09-26,81447.87
2006-09-27,81348.01999999999
2006-09-28,81567.68999999999
2006-09-29,81208.23
2006-10-02,80189.76
2006-10-03,80529.25
2006-10-04,82506.27999999998
2006-10-05,82905.68
2006-10-06,82725.94999999998
2006-10-09,83005.52999999998
2006-10-10,83145.31999999999
2006-10-11,82985.56
2006-10-12,84363.48999999999
2006-10-13,84762.89
2006-10-16,84802.83
2006-10-17,83904.18
2006-10-18,83504.77999999998
2006-10-19,83704.48
2006-10-20,83904.18
2006-10-23,84762.89
2006-10-24,84163.79
2006-10-25,84762.89
2006-10-26,85541.71999999999
2006-10-27,84323.54999999999
2006-10-30,84862.73999999999
2006-10-31,85062.43999999999
2006-11-01,83904.18
2006-11-02,83984.06
2006-11-03,83764.39
2006-11-06,84982.56
2006-11-07,85561.68999999999
2006-11-08,85961.09
2006-11-09,85501.77999999998
2006-11-10,85961.09
2006-11-13,86819.79999999999
2006-11-14,87758.39
2006-11-15,88117.84999999999
2006-11-16,88497.27999999998
2006-11-17,88497.27999999998
2006-11-20,88677.01
2006-11-21,88796.83
2006-11-22,89355.98999999999
2006-11-24,89196.23
2006-11-27,87219.19999999998
2006-11-28,87438.87
2006-11-29,88037.96999999999
2006-11-30,87978.06
2006-12-01,87219.19999999998
2006-12-04,88417.4
2006-12-05,88736.92
2006-12-06,88417.4
2006-12-07,87299.08
2006-12-08,87698.48
2006-12-11,88018.0
2006-12-12,87498.77999999998
2006-12-13,87658.54
2006-12-14,88637.06999999999
2006-12-15,88756.89
2006-12-18,87878.20999999999
2006-12-19,87598.62999999999
2006-12-20,87279.10999999999
2006-12-21,86660.04
2006-12-22,85761.39
2006-12-26,86120.84999999999
2006-12-27,86560.18999999999
2006-12-28,86140.81999999999
2006-12-29,86220.69999999998
2007-01-03,86380.45999999999
2007-01-04,88018.0
2007-01-05,87598.62999999999
2007-01-08,87658.54
2007-01-09,88097.87999999999
2007-01-10,89136.31999999999
2007-01-11,90054.93999999999
2007-01-12,90514.25
2007-01-16,90454.34
2007-01-17,89715.44999999998
2007-01-18,88057.93999999999
2007-01-19,88237.67
2007-01-22,87279.10999999999
2007-01-23,87059.43999999999
2007-01-24,88497.27999999998
2007-01-25,87358.98999999999
2007-01-26,87039.46999999999
2007-01-29,87119.34999999999
2007-01-30,87159.29
2007-01-31,88037.96999999999
2007-02-01,87938.12
2007-02-02,88217.69999999998
2007-02-05,88137.81999999999
2007-02-06,87998.02999999998
2007-02-07,88816.79999999999
2007-02-08,88796.83
2007-02-09,87578.66
2007-02-12,87299.08
2007-02-13,87618.59999999999
2007-02-14,89096.37999999999
2007-02-15,89615.59999999999
2007-02-16,89316.04999999999
2007-02-20,89995.02999999998
2007-02-21,90274.60999999999
2007-02-22,90733.92
2007-02-23,90414.4
2007-02-26,89975.06
2007-02-27,86280.60999999999
2007-02-28,86560.18999999999
2007-03-01,86160.79
2007-03-02,84862.73999999999
2007-03-05,84203.73
2007-03-06,85601.62999999999
2007-03-07,85262.14
2007-03-08,85841.26999999999
2007-03-09,85761.39
2007-03-12,86320.54999999999
2007-03-13,84643.06999999999
2007-03-14,85881.20999999999
2007-03-15,85681.51
2007-03-16,85561.68999999999
2007-03-19,86440.37
2007-03-20,87059.43999999999
2007-03-21,88736.92
2007-03-22,88417.4
2007-03-23,88137.81999999999
2007-03-26,88497.27999999998
2007-03-27,87878.20999999999
2007-03-28,86939.62
2007-03-29,87039.46999999999
2007-03-30,86959.59
2007-04-02,87079.41
2007-04-03,88217.69999999998
2007-04-04,88577.16
2007-04-05,89016.5
2007-04-09,88796.83
2007-04-10,89256.14
2007-04-11,88317.54999999999
2007-04-12,89016.5
2007-04-13,89196.23
2007-04-16,90015.0
2007-04-17,90214.69999999998
2007-04-18,89915.15
2007-04-19,90194.73
2007-04-20,90693.98
2007-04-23,90833.76999999999
2007-04-24,91293.08
2007-04-25,92511.25
2007-04-26,92990.52999999998
2007-04-27,93030.46999999999
2007-04-30,91812.29999999999
2007-05-01,92111.84999999999
2007-05-02,92730.92
2007-05-03,93070.41
2007-05-04,93150.29
2007-05-07,93150.29
2007-05-08,93349.98999999999
2007-05-09,93549.68999999999
2007-05-10,92271.60999999999
2007-05-11,93449.84
2007-05-14,92810.79999999999
2007-05-15,92091.87999999999
2007-05-16,92990.52999999998
2007-05-17,92551.18999999999
2007-05-18,93310.04999999999
2007-05-21,93909.15
2007-05-22,93989.02999999998
2007-05-23,93549.68999999999
2007-05-24,92211.69999999998
2007-05-25,92790.83
2007-05-29,93509.75
2007-05-30,94268.60999999999
2007-05-31,94707.94999999998
