Strategy,Total Return,CAGR,Annual Volatility,Max Drawdown,Sharpe Ratio,Calmar Ratio
TQQQ Strategy (V23.0),20.078666820346253,0.12067981562770624,0.29475651941719544,-0.736404040285558,0.5353919254896536,0.16387717750830075
QQQ Benchmark,11.254293199999998,0.09818920004316456,0.2702419163555918,-0.8297205692880129,0.48203098868312855,0.1183400818029872
