date,total_value,cash,qqq_val,tqqq_val,qqq_qty,tqqq_qty
1999-09-08,100000.0,100000.0,0.0,0.0,0,0
1999-09-09,100000.0,100000.0,0.0,0.0,0,0
1999-09-10,100000.0,100000.0,0.0,0.0,0,0
1999-09-13,100000.0,100000.0,0.0,0.0,0,0
1999-09-14,100000.0,100000.0,0.0,0.0,0,0
1999-09-15,100000.0,100000.0,0.0,0.0,0,0
1999-09-16,100000.0,100000.0,0.0,0.0,0,0
1999-09-17,100000.0,100000.0,0.0,0.0,0,0
1999-09-20,100000.0,100000.0,0.0,0.0,0,0
1999-09-21,100000.0,100000.0,0.0,0.0,0,0
1999-09-22,100000.0,100000.0,0.0,0.0,0,0
1999-09-23,100000.0,100000.0,0.0,0.0,0,0
1999-09-24,100000.0,100000.0,0.0,0.0,0,0
1999-09-27,100000.0,100000.0,0.0,0.0,0,0
1999-09-28,100000.0,100000.0,0.0,0.0,0,0
1999-09-29,100000.0,100000.0,0.0,0.0,0,0
1999-09-30,100000.0,100000.0,0.0,0.0,0,0
1999-10-01,100000.0,100000.0,0.0,0.0,0,0
1999-10-04,100000.0,100000.0,0.0,0.0,0,0
1999-10-05,100000.0,100000.0,0.0,0.0,0,0
1999-10-06,100000.0,100000.0,0.0,0.0,0,0
1999-10-07,100000.0,100000.0,0.0,0.0,0,0
1999-10-08,100000.0,100000.0,0.0,0.0,0,0
1999-10-11,100000.0,100000.0,0.0,0.0,0,0
1999-10-12,100000.0,100000.0,0.0,0.0,0,0
1999-10-13,100000.0,100000.0,0.0,0.0,0,0
1999-10-14,100000.0,100000.0,0.0,0.0,0,0
1999-10-15,100000.0,100000.0,0.0,0.0,0,0
1999-10-18,100000.0,100000.0,0.0,0.0,0,0
1999-10-19,100000.0,100000.0,0.0,0.0,0,0
1999-10-20,100000.0,100000.0,0.0,0.0,0,0
1999-10-21,100000.0,100000.0,0.0,0.0,0,0
1999-10-22,100000.0,100000.0,0.0,0.0,0,0
1999-10-25,100000.0,100000.0,0.0,0.0,0,0
1999-10-26,100000.0,100000.0,0.0,0.0,0,0
1999-10-27,100000.0,100000.0,0.0,0.0,0,0
1999-10-28,100000.0,100000.0,0.0,0.0,0,0
1999-10-29,100000.0,100000.0,0.0,0.0,0,0
1999-11-01,100000.0,100000.0,0.0,0.0,0,0
1999-11-02,100000.0,100000.0,0.0,0.0,0,0
1999-11-03,100000.0,100000.0,0.0,0.0,0,0
1999-11-04,100000.0,100000.0,0.0,0.0,0,0
1999-11-05,100000.0,100000.0,0.0,0.0,0,0
1999-11-08,100000.0,100000.0,0.0,0.0,0,0
1999-11-09,100000.0,100000.0,0.0,0.0,0,0
1999-11-10,100000.0,100000.0,0.0,0.0,0,0
1999-11-11,100000.0,100000.0,0.0,0.0,0,0
1999-11-12,100000.0,100000.0,0.0,0.0,0,0
1999-11-15,100000.0,100000.0,0.0,0.0,0,0
1999-11-16,100000.0,100000.0,0.0,0.0,0,0
1999-11-17,100000.0,100000.0,0.0,0.0,0,0
1999-11-18,100000.0,100000.0,0.0,0.0,0,0
1999-11-19,100000.0,100000.0,0.0,0.0,0,0
1999-11-22,100000.0,100000.0,0.0,0.0,0,0
1999-11-23,100000.0,100000.0,0.0,0.0,0,0
1999-11-24,100000.0,100000.0,0.0,0.0,0,0
1999-11-26,100000.0,100000.0,0.0,0.0,0,0
1999-11-29,100000.0,100000.0,0.0,0.0,0,0
1999-11-30,100000.0,100000.0,0.0,0.0,0,0
1999-12-01,100000.0,100000.0,0.0,0.0,0,0
1999-12-02,100000.0,100000.0,0.0,0.0,0,0
1999-12-03,100000.0,100000.0,0.0,0.0,0,0
1999-12-06,100000.0,100000.0,0.0,0.0,0,0
1999-12-07,100000.0,100000.0,0.0,0.0,0,0
1999-12-08,100000.0,100000.0,0.0,0.0,0,0
1999-12-09,100000.0,100000.0,0.0,0.0,0,0
1999-12-10,100000.0,100000.0,0.0,0.0,0,0
1999-12-13,100000.0,100000.0,0.0,0.0,0,0
1999-12-14,100000.0,100000.0,0.0,0.0,0,0
1999-12-15,100000.0,100000.0,0.0,0.0,0,0
1999-12-16,100000.0,100000.0,0.0,0.0,0,0
1999-12-17,100000.0,100000.0,0.0,0.0,0,0
1999-12-20,100000.0,100000.0,0.0,0.0,0,0
1999-12-21,100000.0,100000.0,0.0,0.0,0,0
1999-12-22,100000.0,100000.0,0.0,0.0,0,0
1999-12-23,99976.278707159,76260.914707159,0.0,23715.364,0,337
1999-12-27,99920.27085118901,49.20285118900938,76415.88,23455.188000000002,852,333
1999-12-28,99103.19535241151,2811.328652411509,73224.99,23066.8767,821,333
1999-12-29,104342.65282491152,9095.040224911509,69652.5,25595.1126,753,333
1999-12-30,102760.74754565777,28.965945657759676,72376.5,30355.2816,791,408
1999-12-31,102542.37293092275,3406.64573092276,68900.51999999999,30235.2072,754,408
2000-01-03,108366.38677212759,38.567672127585865,78168.75,30159.0691,825,367
2000-01-04,96461.07957712759,1708.921577127586,70936.06,23816.098,806,367
2000-01-05,93533.8518517276,98.26685172758607,70589.61,22845.975000000002,819,375
2000-01-06,84802.11447201828,17.777272018287476,72594.25,12190.0872,899,246
2000-01-07,95199.24475649919,23.16455649918862,93013.5,2162.5802,1051,34
2000-01-10,99407.7408244992,67.3210244991892,98338.5,1001.9198000000001,1066,14
2000-01-11,95012.38625289919,55.386252899189344,94957.0,0.0,1076,0
2000-01-12,93193.94625289919,55.386252899189344,93138.56,0.0,1076,0
2000-01-13,98240.38625289919,55.386252899189344,98185.0,0.0,1076,0
2000-01-14,99789.82625289919,55.386252899189344,99734.44,0.0,1076,0
2000-01-18,101199.38625289919,55.386252899189344,101144.0,0.0,1076,0
2000-01-19,102576.66625289919,55.386252899189344,102521.28,0.0,1076,0
2000-01-20,102813.38625289919,55.386252899189344,102758.0,0.0,1076,0
2000-01-21,103620.38625289919,55.386252899189344,103565.0,0.0,1076,0
2000-01-24,98240.38625289919,55.386252899189344,98185.0,0.0,1076,0
2000-01-25,100295.54625289919,55.386252899189344,100240.16,0.0,1076,0
2000-01-26,96357.38625289919,55.386252899189344,96302.0,0.0,1076,0
2000-01-27,97433.38625289919,55.386252899189344,97378.0,0.0,1076,0
2000-01-28,92322.38625289919,55.386252899189344,92267.0,0.0,1076,0
2000-01-31,96895.38625289919,55.386252899189344,96840.0,0.0,1076,0
2000-02-01,99585.38625289919,55.386252899189344,99530.0,0.0,1076,0
2000-02-02,99994.26625289918,55.386252899189344,99938.87999999999,0.0,1076,0
2000-02-03,103491.26625289918,55.386252899189344,103435.87999999999,0.0,1076,0
2000-02-04,104329.4977978992,151.24779789918935,104178.25,0.0,1075,0
2000-02-07,105932.35602894418,9785.786028944189,96146.56999999999,0.0,977,0
2000-02-08,109682.62702894419,10602.377028944189,99080.25,0.0,969,0
2000-02-09,106531.68402894419,11986.68402894419,94545.0,0.0,955,0
2000-02-10,109576.87855394419,12496.37855394419,97080.5,0.0,950,0
2000-02-11,106544.7350539442,13781.73505394419,92763.0,0.0,937,0
2000-02-14,106880.9060139442,14078.66601394419,92802.24,0.0,934,0
2000-02-15,107711.06576394419,14278.06576394419,93433.0,0.0,932,0
2000-02-16,107476.96576394419,14476.96576394419,93000.0,0.0,930,0
2000-02-17,109223.6526039442,13048.932603944191,96174.72,0.0,944,0
2000-02-18,106312.2423943402,115.46639434019016,94462.36,11734.416000000001,956,144
2000-02-22,106109.14460357018,6226.27100357019,88202.04,11680.8336,894,144
2000-02-23,112905.46226215019,104.80946215019048,98923.5,13877.1528,950,147
2000-02-24,116085.38494727519,4041.3699472751905,97234.5,14809.515000000001,913,147
2000-02-25,113021.63246803268,13.168868032690852,96792.51,16215.9536,929,172
2000-02-28,112399.54373022019,9652.27253022019,86735.0,16012.2712,836,172
2000-02-29,116594.1744129702,13179.74241297019,85921.0,17493.432,803,172
2000-03-01,117401.44823297019,14469.656632970191,85135.33,17796.4616,791,172
2000-03-02,114186.38219126093,36.397191260943146,86206.59999999999,27943.385,820,290
2000-03-03,121226.17690804618,101.1149080461937,92982.48,28142.582000000002,849,260
2000-03-06,124405.4565716962,125.54727169619377,95890.0,28389.9093,860,249
2000-03-07,121578.51483439619,115.55723439619385,95153.25,26309.707599999998,867,242
2000-03-08,124425.07446742621,3124.665867426194,93710.40000000001,27590.0086,840,242
2000-03-09,129824.4620711762,5537.251471176194,94185.0,30102.210600000002,819,242
2000-03-10,129277.31233045469,99.3235304546979,122144.84999999999,7033.138800000001,1065,57
2000-03-13,124884.45368696969,30534.9250869697,87951.29,6398.2386,791,57
2000-03-14,120826.60575291443,52.64455291442482,92448.0,28325.9612,864,284
2000-03-15,114182.88923171516,133.37623171517498,92158.15,21891.363,895,247
2000-03-16,122588.08799114729,68.00999114730075,105679.0,16841.077999999998,974,164
2000-03-17,125893.56118454729,162.6587845473008,108704.61,17026.2924,981,156
2000-03-20,120781.86303454729,804.8370345473008,104568.75,15408.276,975,156
2000-03-21,126722.5362536988,99.00625369880117,112280.5,14343.03,1007,130
2000-03-22,130184.5744506988,4882.219450698802,110010.0,15292.355,965,130
2000-03-23,133418.0181803572,148.07978035720197,112539.45999999999,20730.4784,967,166
2000-03-24,135654.7871603572,1678.753560357202,112457.51999999999,21518.513600000002,954,166
2000-03-27,134875.3234003572,1912.3562003572022,111726.72,21236.247199999998,952,166
2000-03-28,131363.4672003572,2601.011200357202,108790.0,19972.456000000002,946,166
2000-03-29,124790.3783999572,26.066299957202318,107848.0,16916.312100000003,976,159
2000-03-30,120145.5094749572,132.2626749572023,104568.75,15444.496799999999,975,159
2000-03-31,123293.12660458221,2648.244804582202,104244.0,16400.8818,952,159
2000-04-03,114918.1500229322,92.61612293220196,102465.0,12360.533899999999,990,143
2000-04-04,111221.9320265822,69.41862658220198,99843.25,11309.2634,991,142
2000-04-05,108904.7607265822,958.9731265822021,97218.0,10727.7876,982,142
2000-04-06,113211.8482730322,16.327173032201927,101491.52,11704.0011,992,141
2000-04-07,118111.7159425192,78.9972425192027,108756.0,9276.7187,1026,101
2000-04-10,110398.88818713085,39.678987130852875,104700.0,5659.2092,1047,74
2000-04-11,107640.43974213085,1308.533742130853,101052.82,5279.086,1034,74
2000-04-12,100791.31161913085,10407.428019130852,86020.0,4363.8836,935,74
2000-04-13,97560.86175388086,14941.890153880851,78676.0,3942.9716,884,74
2000-04-14,88157.46860942635,21.16260942635199,79351.25,8785.056,995,238
2000-04-17,100368.29998442635,110.67498442635224,90246.0,10011.625,1014,202
2000-04-18,104048.3492538037,3.849253803702595,104044.5,0.0,1134,0
2000-04-19,100997.8892538037,3.849253803702595,100994.04000000001,0.0,1134,0
2000-04-20,98525.76925380371,3.849253803702595,98521.92,0.0,1134,0
2000-04-24,96393.8492538037,3.849253803702595,96390.0,0.0,1134,0
2000-04-25,102562.80925380369,3.849253803702595,102558.95999999999,0.0,1134,0
2000-04-26,99092.76925380371,3.849253803702595,99088.92,0.0,1134,0
2000-04-27,103628.76925380371,3.849253803702595,103624.92,0.0,1134,0
2000-04-28,107166.8492538037,3.849253803702595,107163.0,0.0,1134,0
2000-05-01,108584.3492538037,3.849253803702595,108580.5,0.0,1134,0
2000-05-02,102063.8492538037,3.849253803702595,102060.0,0.0,1134,0
2000-05-03,101360.76925380371,3.849253803702595,101356.92,0.0,1134,0
2000-05-04,101077.26925380371,3.849253803702595,101073.42,0.0,1134,0
2000-05-05,103764.8492538037,3.849253803702595,103761.0,0.0,1134,0
2000-05-08,100079.3492538037,3.849253803702595,100075.5,0.0,1134,0
2000-05-09,96960.8492538037,3.849253803702595,96957.0,0.0,1134,0
2000-05-10,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-11,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-12,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-15,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-16,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-17,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-18,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-19,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-22,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-23,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-24,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-25,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-26,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-30,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-05-31,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-06-01,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-06-02,90633.15193380372,90633.15193380372,0.0,0.0,0,0
2000-06-05,90542.58908875122,2.379088751229574,90540.20999999999,0.0,967,0
2000-06-06,88366.83908875122,2.379088751229574,88364.45999999999,0.0,967,0
2000-06-07,90358.85908875123,2.379088751229574,90356.48,0.0,967,0
2000-06-08,89933.37908875123,2.379088751229574,89931.0,0.0,967,0
2000-06-09,90474.89908875123,2.379088751229574,90472.52,0.0,967,0
2000-06-12,87999.37908875123,2.379088751229574,87997.0,0.0,967,0
2000-06-13,91084.10908875123,2.379088751229574,91081.73,0.0,967,0
2000-06-14,89121.09908875123,2.379088751229574,89118.72,0.0,967,0
2000-06-15,90706.97908875122,2.379088751229574,90704.59999999999,0.0,967,0
2000-06-16,91064.76908875123,2.379088751229574,91062.39,0.0,967,0
2000-06-19,94584.64908875123,2.379088751229574,94582.27,0.0,967,0
2000-06-20,95116.88475662374,28605.24475662373,66511.64,0.0,676,0
2000-06-21,95291.1032265271,2.2767265271104407,92472.53,2816.2965,937,51
2000-06-22,91286.17884152711,95.99934152711045,88704.72,2485.4595,936,51
2000-06-23,88111.50825452711,86.4337545271105,85958.32,2066.7545,938,47
2000-06-26,90670.83582892711,87.98622892711052,88726.98,1855.8696,942,39
2000-06-27,89190.1498787271,10276.989578727113,77143.04,1770.1203,832,39
2000-06-28,90227.30584859461,12434.300648594613,75957.01,1835.9951999999998,809,39
2000-06-29,88325.76392804462,15548.983628044614,71067.5,1709.2803,775,39
2000-06-30,89551.19145704212,26813.700457042112,60946.26,1791.231,654,39
2000-07-03,90902.7969350593,1.7889350593136442,63356.579999999994,27544.428,666,565
2000-07-05,84992.41077745931,64.83697745931386,62506.25,22421.323800000002,685,523
2000-07-06,89654.92136315872,71.21306315871425,68177.76,21405.9483,721,451
2000-07-07,90832.40722140872,28.255221408714306,69172.25,21631.902000000002,725,444
2000-07-10,89212.36482140872,28.255221408714306,68331.25,20852.8596,725,444
2000-07-11,87760.72735730871,2169.7121573087143,65426.4,20164.6152,702,444
2000-07-12,92813.05982718122,88.62012718121468,70303.25,22421.189700000003,725,441
2000-07-13,95584.68758718121,285.4011871812147,71533.62,23765.6664,723,441
2000-07-14,98001.9300773812,18.789077381214838,73359.26999999999,24623.871,729,435
2000-07-17,99173.95107098122,59.835870981214896,74254.08,24860.0352,732,429
2000-07-18,95979.55129016872,3133.5098901687156,69574.25,23271.791400000002,701,429
2000-07-19,92321.94451336871,73.42801336871594,68993.81999999999,23254.696500000002,714,465
2000-07-20,97383.98888265021,44.55388265021611,76545.16,20794.275,764,375
2000-07-21,93412.37802680272,3058.1480268027162,71328.23,19026.0,733,375
2000-07-24,89476.76216680271,4188.302166802716,67997.51,17290.95,721,375
2000-07-25,91709.26034680271,4955.557846802716,68505.04,18248.6625,713,375
2000-07-26,91132.96532680272,5719.215326802716,67419.15,17994.6,705,375
2000-07-27,85993.08128512012,68.43838512011553,67845.96,18078.6829,741,431
2000-07-28,79620.32089889365,79620.32089889365,0.0,0.0,0,0
2000-07-31,79620.32089889365,79620.32089889365,0.0,0.0,0,0
2000-08-01,79620.32089889365,79620.32089889365,0.0,0.0,0,0
2000-08-02,79620.32089889365,79620.32089889365,0.0,0.0,0,0
2000-08-03,79607.21845510139,66508.0494551014,0.0,13099.169,0,326
2000-08-04,79248.12641670805,79248.12641670805,0.0,0.0,0,0
2000-08-07,79235.97610298882,67088.69920298882,0.0,12147.2769,0,289
2000-08-08,79128.81700738882,66837.58300738882,0.0,12291.234,0,295
2000-08-09,78907.1010413433,35.048441343293234,63485.73,15386.3226,693,374
2000-08-10,76842.72052507765,76842.72052507765,0.0,0.0,0,0
2000-08-11,76842.72052507765,76842.72052507765,0.0,0.0,0,0
2000-08-14,76827.73544974515,61846.40544974514,0.0,14981.330000000002,0,350
2000-08-15,76882.42118569514,61286.59808569514,0.0,15595.823100000001,0,363
2000-08-16,77057.99289344515,60285.71389344514,0.0,16772.279000000002,0,386
2000-08-17,78126.90125729513,59036.01755729514,0.0,19090.8837,0,413
2000-08-18,77945.97431878644,57019.16741878644,0.0,20926.8069,0,457
2000-08-21,78283.94106220435,49.512062204346876,54673.25,23561.179,571,505
2000-08-22,77861.70723255725,17959.40033255725,54496.24,5406.0669,571,117
2000-08-23,79011.95923255724,18443.15783255725,54902.0,5666.801399999999,566,117
2000-08-24,80145.42682282913,35.85182282912319,70470.40000000001,9639.175000000001,715,190
2000-08-25,79924.09188380411,39839.91788380412,30497.8,9586.374,310,190
2000-08-28,79919.42610259424,33.301602594245196,53452.92,26433.2045,543,523
2000-08-29,80436.54059145175,2106.6566914517452,51589.26,26740.6239,522,523
2000-08-30,80509.27875396424,6552.257753964246,47170.53,26786.490999999998,477,523
2000-08-31,84316.43798284425,17137.184882844245,38001.24,29178.0131,373,523
2000-09-01,85053.13411369175,83.53401369174753,38232.5,46737.100099999996,373,823
2000-09-05,79894.51916057174,27523.593360571747,9653.44,42717.4858,97,823
2000-09-06,75138.74297626235,109.36207626234682,24783.48,50245.9009,258,1079
2000-09-07,79077.73992904574,47.28662904574685,29180.25,49850.203299999994,297,1003
2000-09-08,73008.83461527739,88.12511527739753,33397.759999999995,39522.9495,352,885
2000-09-11,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-12,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-13,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-14,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-15,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-18,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-19,69611.52254052066,69611.52254052066,0.0,0.0,0,0
2000-09-20,69586.36951853684,44439.634218536834,0.0,25146.7353,0,573
2000-09-21,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-22,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-25,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-26,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-27,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-28,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-09-29,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-02,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-03,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-04,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-05,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-06,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-09,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-10,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-11,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-12,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-13,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-16,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-17,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-18,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-19,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-20,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-23,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-24,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-25,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-26,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-27,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-30,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-10-31,67755.79386011016,67755.79386011016,0.0,0.0,0,0
2000-11-01,67755.79386011016,67755.79386011016,0.0,0.0,0,0
